Dist Code,Year,State Code,State Name,Dist Name,yield_kg_per_ha,rainfall_kharif_mm,rainfall_anomaly,tmax_kharif_mean_c,tmin_kharif_mean_c,temp_kharif_mean_c,temp_anomaly,extreme_heat_days,extreme_heat_anomaly,max_dry_spell_days,dry_spell_anomaly,rice_irrigated_area_1000ha,irrigation_share,lagged_yield,rice_area_1000ha
102,2004,7,Maharashtra,Ahmednagar,725.0,649.24243,0.046120778,30.8310489654541,20.837188720703125,25.834117889404297,-0.649612876117156,10,-0.273874972843586,19,-0.2909197892285064,,,776.0,8.0
102,2005,7,Maharashtra,Ahmednagar,438.0,1337.2771,2.9826937,31.035425186157227,21.288169860839844,26.16179656982422,0.1336190352154444,19,1.2050498805117789,12,-1.068469044075605,,,725.0,8.0
102,2006,7,Maharashtra,Ahmednagar,786.0,763.3768,0.5332529,30.62862777709961,21.43856239318848,26.03359603881836,-0.172811480205628,12,0.0547749945687173,21,-0.0687628592721925,,,438.0,8.4
102,2007,7,Maharashtra,Ahmednagar,1191.0,605.7578,-0.13947415,31.39346504211425,21.102025985717773,26.247745513916016,0.3390579599320863,14,0.3834249619810206,32,1.1531002554875338,,,786.0,8.6
102,2008,7,Maharashtra,Ahmednagar,978.0,991.22064,1.505704,31.02170181274414,21.08405303955078,26.05287742614746,-0.1267242650362939,5,-1.0954998913743443,20,-0.1798413242503495,,,1191.0,9.3
102,2009,7,Maharashtra,Ahmednagar,378.0,643.5836,0.021968627,31.79725456237793,21.659151077270508,26.72820281982422,1.4874680229180313,19,1.2050498805117789,26,0.4866294656185921,,,978.0,7.4
102,2010,7,Maharashtra,Ahmednagar,937.0,756.5838,0.5042601,31.25732040405273,21.845882415771484,26.55160140991211,1.065347610164184,13,0.2190999782748689,8,-1.5127829039882328,,,378.0,7.5
102,2011,7,Maharashtra,Ahmednagar,987.0,481.65674,-0.6691449,30.82477378845215,21.382417678833008,26.10359573364257,-0.0054951485492436,3,-1.4241498587866477,24,0.2644725356622783,,,937.0,7.9
102,2012,7,Maharashtra,Ahmednagar,615.0,393.7685,-1.0442572,31.199020385742188,20.958759307861328,26.07888984680176,-0.0645482396648957,10,-0.273874972843586,26,0.4866294656185921,,,987.0,7.5
102,2013,7,Maharashtra,Ahmednagar,2405.0,608.1797,-0.12913746,29.93313789367676,21.0396728515625,25.486404418945312,-1.480732818722749,4,-1.259824875080496,15,-0.7352336491411342,,,615.0,7.9
102,2014,7,Maharashtra,Ahmednagar,256.0,411.36737,-0.9691441,32.03351211547852,21.614316940307617,26.82391357421875,1.7162400535043587,24,2.0266747990425373,17,-0.5130767191848203,,,2405.0,8.6
102,2015,7,Maharashtra,Ahmednagar,1229.0,402.2352,-1.0081208,32.196258544921875,22.04876518249512,27.12251281738281,2.429965022263831,21,1.5336998479240822,26,0.4866294656185921,,,256.0,14.0
102,2016,7,Maharashtra,Ahmednagar,1747.0,659.4268,0.089588344,30.679536819458008,21.368043899536133,26.02379035949707,-0.1962494437218558,16,0.712074929393324,26,0.4866294656185921,,,1229.0,15.0
102,2017,7,Maharashtra,Ahmednagar,2302.0,805.80945,0.7143581,31.30640411376953,21.6180362701416,26.46221923828125,0.8517024348485905,7,-0.766849923962041,15,-0.7352336491411342,,,1747.0,16.2
102,2018,7,Maharashtra,Ahmednagar,413.0,358.359,-1.1953869,31.37399101257324,21.26646423339844,26.32022857666016,0.5123101461884044,16,0.712074929393324,32,1.1531002554875338,,,2302.0,16.25
102,2019,7,Maharashtra,Ahmednagar,1123.0,796.1116,0.67296696,30.93358039855957,21.82857894897461,26.381080627441406,0.6577613790267018,21,1.5336998479240822,11,-1.179547509053762,,,413.0,17.33
115,1990,7,Maharashtra,Amarawati,399.0,1325.102,2.3256397,30.8690185546875,22.0063419342041,26.437679290771484,-2.186166250193274,7,-1.984146439570402,10,-1.0482173746966867,,,,14.3
115,1991,7,Maharashtra,Amarawati,439.0,650.3712,-1.2297621,32.83882141113281,22.32719039916992,27.583005905151367,0.1470771610558357,31,0.7481207886904797,58,3.317911194287859,,,399.0,13.9
115,1992,7,Maharashtra,Amarawati,591.0,872.5459,-0.05904298,33.21221923828125,22.607515335083008,27.90986633300781,0.8129526677618669,36,1.3173431279114969,19,-0.2295682680120844,,,439.0,12.7
115,1993,7,Maharashtra,Amarawati,865.0,932.3916,0.25630575,32.48137283325195,23.240066528320312,27.860719680786133,0.7128317930336883,24,-0.0487904862189441,10,-1.0482173746966867,,,591.0,11.1
115,1994,7,Maharashtra,Amarawati,963.0,1185.4547,1.5897871,31.096797943115234,22.34666633605957,26.72173309326172,-1.6074958038949152,10,-1.642613036037792,19,-0.2295682680120844,,,865.0,8.2
115,1995,7,Maharashtra,Amarawati,616.0,787.46063,-0.5073881,33.377647399902344,23.28372573852539,28.330686569213867,1.6702417860975125,38,1.5450320635999035,15,-0.5934123154274632,,,963.0,9.9
115,1996,7,Maharashtra,Amarawati,798.0,865.67114,-0.09526856,32.52490234375,22.96477127075196,27.744836807250977,0.4767568186484023,33,0.9758097243788866,16,-0.5024513035736186,,,616.0,10.4
115,1997,7,Maharashtra,Amarawati,611.0,815.9554,-0.35723895,32.77411651611328,22.919347763061523,27.84673309326172,0.6843385119228959,22,-0.276479421907351,22,0.0433147675494497,,,798.0,9.0
115,1998,7,Maharashtra,Amarawati,701.0,801.6609,-0.4325618,32.46059036254883,23.777908325195312,28.11924934387207,1.2395048183822828,23,-0.1626349540631475,13,-0.7753343391351527,,,611.0,8.7
115,1999,7,Maharashtra,Amarawati,636.0,932.7477,0.25818205,31.098371505737305,22.76006507873535,26.929218292236328,-1.1848098491977628,15,-1.0733906968167748,11,-0.957256362842842,,,701.0,8.8
115,2000,7,Maharashtra,Amarawati,494.0,686.8262,-1.0376676,32.61189651489258,22.550785064697266,27.58134078979492,0.1436850112658759,34,1.08965419222309,24,0.2252367912571391,,,636.0,8.9
115,2001,7,Maharashtra,Amarawati,942.0,859.1859,-0.12944159,32.062225341796875,22.16692924499512,27.114578247070312,-0.8071971334049052,19,-0.6180128254399612,18,-0.3205292798659291,,,494.0,10.3
115,2002,7,Maharashtra,Amarawati,655.0,722.8977,-0.8475936,32.65431213378906,22.44915008544922,27.55173110961914,0.083364583614998,35,1.2034986600672934,38,1.498690957210965,,,942.0,11.0
115,2003,7,Maharashtra,Amarawati,588.0,817.7727,-0.3476628,32.07268142700195,22.665882110595703,27.369281768798828,-0.2883186698875188,20,-0.5041683575957577,14,-0.684373327281308,,,655.0,10.2
115,2004,7,Maharashtra,Amarawati,438.0,633.90094,-1.3165499,32.6207160949707,21.93882369995117,27.279769897460938,-0.470671006247738,26,0.1788984494694626,18,-0.3205292798659291,,,588.0,9.6
115,2005,7,Maharashtra,Amarawati,490.0,1003.12476,0.6290244,32.29490280151367,22.725818634033203,27.51036071777344,-0.0009146018879385,25,0.0650539816252592,20,-0.1386072561582397,,,438.0,10.2
115,2006,7,Maharashtra,Amarawati,541.0,1023.8644,0.738309,31.93228912353516,22.16705894470215,27.04967498779297,-0.939417148356227,23,-0.1626349540631475,30,0.7710028623802074,,,490.0,8.5
115,2007,7,Maharashtra,Amarawati,822.0,1220.7036,1.7755264,32.19784164428711,22.267711639404297,27.232776641845703,-0.5664050114308421,20,-0.5041683575957577,32,0.9529248860878968,,,541.0,6.3
115,2008,7,Maharashtra,Amarawati,400.0,859.08215,-0.12998834,32.28097915649414,22.533790588378903,27.407384872436523,-0.2106955583710454,13,-1.3010796325051817,21,-0.047646244304395,,,822.0,4.5
115,2009,7,Maharashtra,Amarawati,1449.0,618.1979,-1.3992951,33.46555709838867,22.96183013916016,28.21369361877441,1.4319053785189175,34,1.08965419222309,24,0.2252367912571391,,,400.0,4.3
115,2010,7,Maharashtra,Amarawati,726.0,943.85046,0.31668666,32.666015625,23.1993465423584,27.93268203735352,0.8594325025699134,25,0.0650539816252592,20,-0.1386072561582397,,,1449.0,3.8
115,2011,7,Maharashtra,Amarawati,756.0,906.9515,0.1222525,32.277061462402344,21.96209144592285,27.11957550048828,-0.7970167984110041,25,0.0650539816252592,23,0.1342757794032944,,,726.0,4.1
